StateAbbr,PlaceName,PlaceFIPS,Population2010,Lack of Health Insurance,Arthritis,Binge Drinking,High Blood Pressure,Blood Pressure Medication,Cancer,Asthma,Coronary Heart Disease,Annual Checkup,Cholesterol Screening,Colonoscopy,Chronic obstructive pulmonary disease,Preventive Services (Older Men),Preventive Services (Older Women),Smoking,Dental Visit,Diabetes,High Cholesterol,Kidney Disease,Physical Inactivity,Mammography,Poor Mental Health,Obesity,Cervical Cancer Screening,Poor Physical Health,Sleep < 7 hrs,Stroke,Teethlost,Geolocation
OK,Edmond,4023200,81405,11.2,21.2,15.2,30.8,59.5,6.1,9.0,5.6,63.4,73.3,65.7,5.4,42.6,43.6,15.4,68.0,7.7,33.9,2.2,20.1,75.6,10.9,26.8,82.8,9.9,31.8,2.3,12.1,"(35.66893505160, -97.4159205309)"
OK,Lawton,4041850,96867,18.1,27.5,12.7,37.6,63.6,5.8,10.3,7.2,65.5,71.6,53.2,8.0,37.5,35.4,23.3,50.2,12.0,34.0,2.7,31.3,67.6,14.3,35.4,73.5,15.1,39.3,3.4,23.1,"(34.61705648990, -98.4203934803)"
OK,Norman,4052500,110925,13.8,25.5,14.3,35.4,60.8,6.0,9.7,6.4,60.6,72.6,61.0,6.7,41.6,36.6,19.6,62.5,9.3,36.2,2.3,26.3,71.5,12.7,30.6,76.2,12.5,34.0,2.7,14.8,"(35.23350326470, -97.3470413838)"
OK,Oklahoma City,4055000,579999,19.6,24.2,13.4,34.7,61.9,5.8,10.1,6.9,62.5,71.5,57.8,7.4,37.8,37.3,20.5,56.3,10.9,34.9,2.6,28.5,71.6,13.8,32.4,77.3,14.1,35.9,3.2,19.3,"(35.46756428800, -97.5137615524)"
OK,Tulsa,4075000,391906,18.4,24.3,13.4,36.1,63.9,5.8,10.0,6.9,61.9,70.7,60.1,7.5,40.4,38.6,21.4,52.8,11.1,34.6,2.6,28.1,67.1,14.2,31.7,76.0,14.4,36.6,3.3,18.3,"(36.12842134250, -95.9036195464)"
OR,Beaverton,4105350,89803,12.7,22.4,17.3,27.7,54.3,6.4,8.8,5.1,63.5,72.3,64.2,5.0,30.8,31.8,14.4,67.1,8.2,32.5,2.9,15.3,77.9,11.2,25.1,82.1,11.3,32.2,2.5,12.2,"(45.47957656740, -122.814973469)"
OR,Bend,4105800,76639,11.0,23.1,20.1,27.8,50.4,6.8,9.0,5.3,60.9,71.9,66.0,5.2,37.3,30.2,16.0,68.7,7.4,32.4,2.8,14.6,76.8,11.5,26.1,82.9,11.1,30.0,2.5,11.4,"(44.05618271840, -121.308690416)"
OR,Eugene,4123850,156185,13.2,23.7,18.9,28.6,53.6,6.7,9.6,5.5,58.0,68.0,64.6,5.9,34.6,32.0,17.7,65.1,7.9,32.8,3.1,14.9,77.3,12.7,28.7,79.7,12.3,31.4,2.7,10.5,"(44.05593633460, -123.117327584)"
OR,Gresham,4131250,105594,17.5,24.2,20.1,27.4,51.6,6.6,10.2,5.9,57.7,70.7,61.6,6.6,32.4,28.0,22.0,60.4,9.5,31.3,3.2,18.9,75.0,13.9,26.9,78.7,14.5,31.1,3.0,17.5,"(45.50242567980, -122.441469029)"
OR,Hillsboro,4134100,91611,14.3,22.8,17.7,27.5,54.0,6.4,8.9,5.3,63.1,72.4,63.5,5.3,30.4,32.1,15.5,65.5,8.6,32.4,3.1,16.2,77.5,11.7,26.0,82.2,11.9,32.8,2.6,13.0,"(45.52902799400, -122.937442209)"
OR,Medford,4147000,74907,17.0,24.5,19.2,28.9,52.9,6.6,9.9,6.2,58.0,69.0,58.5,6.9,31.4,26.4,22.6,57.2,9.0,30.8,3.1,20.3,73.5,14.2,29.7,78.4,14.8,33.1,3.0,16.9,"(42.33719875840, -122.853625909)"
OR,Portland,4159000,583776,12.6,22.4,20.4,27.4,51.6,6.5,9.6,5.3,59.1,71.3,65.0,5.3,34.1,30.4,17.9,66.9,8.6,31.1,3.0,15.4,77.6,11.7,24.3,81.2,12.0,29.2,2.7,13.4,"(45.53718065400, -122.650032751)"
OR,Salem,4164900,154637,17.0,24.3,17.6,31.0,52.7,6.5,9.6,6.0,60.5,68.3,62.4,6.3,31.1,29.5,19.0,61.9,9.3,31.0,3.1,18.5,77.0,13.4,32.6,78.3,13.9,31.8,2.9,14.7,"(44.92327315400, -123.024867100)"
PA,Allentown,4202000,118032,25.8,28.4,15.4,33.6,63.1,5.9,10.9,7.2,67.1,69.2,56.6,8.0,33.2,28.6,24.3,53.4,13.2,33.6,3.0,32.3,74.1,15.7,36.6,76.5,16.3,42.3,3.5,20.4,"(40.59609961800, -75.4755373968)"
PA,Bethlehem,4206088,74982,17.1,26.7,17.0,32.4,62.0,6.0,10.2,6.2,68.7,71.9,62.9,6.5,33.9,31.1,21.2,61.6,10.6,33.2,2.5,26.2,76.6,13.4,33.6,79.7,12.5,38.7,2.8,15.1,"(40.62664025780, -75.3679048175)"
PA,Erie,4224000,101786,17.7,28.7,16.9,34.1,63.5,6.2,11.3,7.2,70.2,70.9,61.2,8.6,31.4,29.3,27.6,57.2,11.7,34.9,2.6,26.1,74.5,15.8,36.0,75.7,14.8,37.3,3.6,21.5,"(42.11646987540, -80.0730358517)"
PA,Philadelphia,4260000,1526006,20.1,27.4,17.5,34.7,66.7,5.7,11.5,6.7,72.3,73.5,62.5,7.4,29.3,29.3,25.5,55.3,13.2,33.3,3.0,29.0,79.9,15.4,33.9,78.4,15.2,44.3,4.0,18.9,"(40.00931478080, -75.1333888571)"
PA,Pittsburgh,4261000,305704,13.5,29.0,18.9,31.3,64.5,6.0,10.6,6.4,71.2,73.3,60.8,6.9,33.5,25.9,23.1,60.3,11.0,29.6,2.4,24.6,76.4,13.3,33.1,79.6,12.7,40.5,3.4,17.2,"(40.43962974860, -79.9762614995)"
PA,Reading,4263624,88082,33.7,31.2,12.9,35.4,64.0,5.5,11.5,8.5,68.5,65.7,48.4,9.4,27.2,23.3,28.0,47.8,16.1,35.9,3.4,37.1,70.5,18.2,41.7,71.6,20.1,41.3,4.3,27.3,"(40.33996786860, -75.9266128837)"
PA,Scranton,4269000,76089,16.2,29.0,16.5,33.4,62.7,6.2,10.8,6.9,70.5,72.2,58.5,7.9,33.1,26.9,25.2,59.2,10.5,31.9,2.5,27.3,73.3,14.8,32.1,76.1,14.1,39.6,3.2,18.8,"(41.40437293620, -75.6649126898)"
RI,Cranston,4419180,80387,9.8,24.2,18.8,30.8,61.2,6.1,10.9,5.4,80.4,80.2,71.5,5.7,34.6,35.7,18.1,70.5,8.4,33.4,2.1,24.0,85.1,11.8,25.5,86.4,10.9,38.7,2.5,13.4,"(41.76580171350, -71.4861485002)"
RI,Pawtucket,4454640,71148,14.9,26.9,16.5,33.7,63.1,6.0,12.7,6.5,79.9,78.8,65.2,7.7,31.1,30.5,22.3,61.4,10.8,34.1,2.5,30.3,82.2,15.0,30.3,83.4,14.6,42.2,3.3,19.3,"(41.87445345170, -71.3743580803)"
RI,Providence,4459000,178042,18.5,26.3,14.9,35.9,64.2,5.6,12.2,6.5,79.8,76.8,62.2,7.0,30.3,28.9,20.2,58.9,12.7,35.1,2.8,32.2,82.3,14.6,31.6,81.8,15.4,42.4,3.4,18.8,"(41.82348053300, -71.4218129335)"
RI,Warwick,4474300,82672,8.0,25.8,20.0,30.2,57.9,6.3,10.4,5.4,80.6,80.9,72.8,5.7,36.3,38.5,18.3,72.1,7.7,31.0,2.0,22.0,84.7,11.5,28.9,86.4,10.7,36.5,2.4,13.1,"(41.70647273010, -71.4345615049)"
SC,Charleston,4513330,120083,15.0,24.3,19.9,32.5,64.7,6.3,8.4,5.5,69.0,77.8,69.5,5.7,44.6,36.5,17.4,66.1,9.8,35.9,2.3,19.4,79.8,11.5,28.0,84.1,10.5,34.7,3.0,13.1,"(32.81369618920, -79.9673818990)"
SC,Columbia,4516000,129272,20.8,27.5,15.9,37.2,66.4,6.2,9.1,6.5,68.5,77.3,64.9,7.2,36.8,34.5,20.3,56.7,13.2,35.9,2.6,24.9,79.6,13.6,34.4,81.8,13.8,40.9,4.0,17.6,"(34.03660695660, -80.9037852694)"
SC,Mount Pleasant,4548535,67843,10.0,22.0,22.9,27.5,61.2,6.6,7.3,4.8,68.5,79.4,73.6,4.4,49.2,41.8,13.7,75.3,7.1,35.1,1.9,14.6,80.8,9.3,22.7,87.1,7.9,30.3,2.1,8.3,"(32.85382745840, -79.8230343029)"
SC,North Charleston,4550875,97471,25.2,28.1,16.8,37.4,67.6,6.0,9.7,7.0,69.5,76.6,61.5,8.1,38.2,30.0,23.7,52.0,13.7,36.7,2.8,28.4,76.3,14.9,35.5,79.4,15.0,40.6,4.3,22.1,"(32.91009150710, -80.0738525014)"
SC,Rock Hill,4561405,66154,20.1,27.6,14.6,40.6,65.3,6.1,9.4,6.3,66.7,76.9,63.3,7.2,32.1,32.0,21.7,57.5,12.0,34.6,2.5,24.2,73.2,13.5,33.8,80.8,13.4,40.0,3.5,17.3,"(34.94036114960, -81.0249178286)"
SD,Rapid City,4652980,67956,12.7,24.3,17.9,29.4,60.9,6.2,8.7,6.4,66.4,70.6,63.1,5.8,45.2,35.0,22.1,65.9,8.2,28.3,2.2,20.3,74.8,9.4,28.1,82.6,10.5,28.6,2.9,15.2,"(44.07050095640, -103.218361421)"
SD,Sioux Falls,4659020,153888,11.8,22.7,18.7,28.1,60.8,6.1,8.5,6.0,70.1,72.6,66.2,5.3,42.6,36.3,19.0,69.4,7.7,30.0,2.0,19.8,79.1,8.6,30.5,85.4,9.2,27.4,2.7,14.8,"(43.53880675370, -96.7313495858)"
TN,Chattanooga,4714000,167674,18.5,27.7,11.0,39.2,67.3,6.1,9.9,7.2,74.5,76.3,61.6,8.5,35.1,35.3,24.1,54.2,12.6,31.6,3.1,29.2,80.4,15.4,35.1,83.2,15.6,38.1,3.8,22.1,"(35.06624721650, -85.2466771892)"
TN,Clarksville,4715160,132929,16.2,28.1,11.7,38.2,65.5,6.2,9.4,7.0,75.8,76.6,63.4,7.9,35.8,37.2,23.2,56.9,11.4,33.3,2.9,28.2,80.0,14.3,30.8,83.7,14.3,38.3,3.3,19.5,"(36.56968315900, -87.3432371614)"
TN,Knoxville,4740000,178874,17.4,29.7,10.8,35.7,66.6,6.5,10.0,7.1,74.7,76.9,62.6,8.6,38.3,39.8,25.4,56.4,11.2,31.8,3.0,27.7,77.1,15.2,32.4,82.8,15.6,39.0,3.4,21.1,"(35.96905945310, -83.9495877264)"
TN,Memphis,4748000,646889,22.6,28.3,9.6,42.2,69.1,5.8,10.9,7.5,78.2,76.4,61.3,8.9,29.6,32.8,24.4,49.5,14.9,33.1,3.4,31.6,79.0,16.2,36.3,83.9,17.0,39.8,4.6,26.7,"(35.10462950420, -89.9789060850)"
TN,Murfreesboro,4751560,108755,14.6,27.3,12.4,36.9,65.3,6.4,9.1,6.6,75.0,76.8,65.0,7.4,39.3,37.3,21.7,59.1,10.2,32.1,2.8,24.5,80.3,13.5,29.9,84.3,13.3,36.7,2.9,18.7,"(35.85077819500, -86.4086282380)"
TN,Nashville,4752006,601222,17.2,26.6,12.3,35.9,67.4,6.2,9.6,6.9,74.9,76.9,63.0,7.7,35.9,36.0,22.6,56.9,11.3,31.8,2.9,26.7,81.2,13.9,31.1,84.2,14.4,36.3,3.3,19.6,"(36.17122299040, -86.7845944773)"
TX,Abilene,4801000,117063,24.7,22.4,16.2,31.6,60.6,6.0,8.9,6.3,67.3,72.6,58.5,6.7,31.6,30.9,19.6,55.0,10.9,34.4,3.3,27.7,74.5,11.6,33.7,76.3,12.6,35.4,3.1,14.3,"(32.45465108980, -99.7383043723)"
TX,Allen,4801924,84246,13.0,18.8,18.7,27.1,58.2,6.1,7.4,4.6,71.4,78.5,67.5,4.2,35.5,38.1,12.0,71.7,7.8,30.2,2.7,18.8,80.0,7.9,24.2,83.0,7.8,32.1,2.1,8.6,"(33.10870432340, -96.6735373763)"
TX,Amarillo,4803000,190695,24.8,21.7,16.5,30.8,61.1,6.0,8.7,6.0,66.7,72.4,59.6,6.3,32.6,33.0,18.5,57.1,10.4,33.5,3.2,27.9,74.8,11.3,32.0,76.2,12.0,32.9,2.9,14.6,"(35.20038355440, -101.828292514)"
TX,Arlington,4804000,365438,24.1,21.2,15.3,32.4,61.7,5.9,8.9,5.7,68.5,74.9,62.9,6.0,35.3,34.8,17.0,58.4,10.9,32.9,3.2,26.0,75.9,10.6,32.2,79.2,11.5,35.5,2.9,13.2,"(32.69983686200, -97.1250896120)"
TX,Austin,4805000,790390,20.9,17.8,18.9,28.5,58.1,5.7,7.7,5.3,67.2,74.4,61.1,5.0,34.1,31.9,13.2,63.7,9.7,33.5,2.8,21.4,77.1,9.6,26.0,82.6,10.2,29.0,2.6,10.4,"(30.30686103420, -97.7554771245)"
TX,Baytown,4806128,71802,30.9,21.6,15.8,33.4,61.7,5.5,8.8,6.4,67.8,73.3,56.5,6.9,28.5,29.8,18.2,53.1,12.3,34.7,3.2,30.0,75.1,12.2,34.4,76.6,13.3,35.9,3.4,16.6,"(29.75711530430, -94.9676276217)"
TX,Beaumont,4807000,118296,26.2,23.2,15.0,36.7,66.3,5.6,9.7,6.3,71.2,72.0,59.1,6.9,28.1,29.5,20.9,51.9,13.4,33.2,3.7,30.4,76.3,12.1,37.4,77.2,13.3,38.1,4.0,18.2,"(30.08441664700, -94.1441072222)"
TX,Brownsville,4810768,175023,46.7,20.7,12.8,33.7,60.7,4.3,8.4,7.2,63.4,65.3,44.9,6.3,27.3,20.0,17.7,44.3,16.9,35.8,3.6,37.7,67.5,13.2,39.9,72.4,17.4,35.1,3.5,19.6,"(25.99819778610, -97.4566343763)"
TX,Bryan,4810912,76201,28.7,21.5,14.5,33.3,63.1,5.7,9.1,6.4,70.0,72.7,60.9,6.8,34.9,31.3,18.2,61.1,12.6,33.3,3.5,29.2,76.3,12.3,34.8,76.4,13.7,33.6,3.5,14.1,"(30.66656875820, -96.3663819223)"
TX,Carrollton,4813024,119097,21.3,19.6,16.4,28.9,59.1,5.7,7.8,5.2,69.5,74.8,62.6,5.0,35.1,34.8,14.5,62.9,9.6,33.3,3.0,23.8,78.4,9.4,26.8,78.8,9.9,31.8,2.5,11.3,"(32.98843845900, -96.9001374330)"
TX,College Station,4815976,93857,17.4,19.4,15.4,31.1,62.2,6.1,8.1,5.5,70.6,73.1,67.4,5.4,38.9,34.9,13.9,71.2,9.5,33.0,3.0,21.8,78.6,9.8,28.3,77.8,10.2,30.3,2.7,9.7,"(30.58676158010, -96.2957958614)"
TX,Corpus Christi,4817000,305215,29.3,22.0,17.0,31.7,59.9,5.3,8.2,6.0,67.3,71.0,57.6,5.6,29.0,27.2,17.7,56.7,12.6,33.6,3.2,29.0,78.6,10.8,37.3,79.2,12.8,35.4,2.9,14.2,"(27.72915883370, -97.4019095379)"
TX,Dallas,4819000,1197816,31.6,21.9,15.2,34.9,62.0,5.5,9.1,6.4,68.6,70.3,57.8,6.5,32.4,30.5,17.9,53.5,13.2,33.9,3.6,30.5,77.5,11.9,34.3,76.4,13.8,34.9,3.7,17.3,"(32.79398040660, -96.7656929463)"
TX,Denton,4819972,113383,21.1,21.6,16.4,30.1,60.9,6.1,8.5,5.6,69.4,75.6,61.3,6.0,35.4,33.2,16.9,59.4,9.7,34.0,3.2,24.1,76.5,10.5,29.9,77.2,11.0,32.3,2.8,12.1,"(33.21561604430, -97.1412438684)"
TX,Edinburg,4822660,77100,39.5,20.0,14.3,31.5,59.7,4.3,7.7,6.2,65.2,66.3,51.0,5.2,29.3,26.8,13.7,55.1,15.1,34.7,3.4,30.1,71.4,11.2,36.5,75.8,14.2,31.9,3.0,13.3,"(26.31558439740, -98.1637130371)"
TX,El Paso,4824000,649121,35.5,20.1,16.3,31.0,60.8,4.5,7.9,6.2,66.3,69.6,52.0,5.2,25.2,24.7,15.6,54.0,14.9,32.5,3.2,29.0,75.1,11.1,35.5,78.1,13.8,34.0,3.0,14.4,"(31.84811235060, -106.432021874)"
TX,Fort Worth,4827000,741206,27.0,22.0,15.3,33.6,61.9,5.7,9.2,6.2,68.0,74.5,59.6,6.6,32.6,31.4,18.0,55.4,12.5,33.2,3.4,28.3,74.8,11.4,34.2,78.5,13.0,36.1,3.4,17.0,"(32.78019280400, -97.3470323225)"
TX,Frisco,4827684,116989,11.9,18.4,18.8,26.8,58.1,6.1,7.3,4.4,71.6,78.9,68.4,3.9,36.8,38.6,11.2,73.2,7.5,30.9,2.7,17.3,80.7,7.5,23.7,84.2,7.3,30.4,2.0,7.6,"(33.15075451520, -96.8201336312)"
TX,Garland,4829000,226876,28.8,21.2,15.6,31.7,60.0,5.6,8.6,6.0,67.9,70.9,59.2,6.3,33.5,32.2,17.4,56.2,11.5,33.6,3.3,29.2,77.0,11.3,30.8,76.1,12.6,34.0,3.1,15.5,"(32.91007998670, -96.6304258603)"
TX,Grand Prairie,4830464,175396,27.4,21.0,15.6,32.5,60.7,5.5,8.6,6.0,68.8,72.4,59.9,6.0,32.6,31.1,16.4,57.2,11.9,33.3,3.4,28.2,77.3,10.8,32.0,78.8,12.2,34.6,3.1,16.0,"(32.68676502380, -97.0209311916)"
TX,Houston,4835000,2099451,31.1,20.5,14.9,35.1,62.9,5.2,8.5,6.1,68.9,72.8,57.6,6.1,28.4,30.2,16.4,53.9,13.0,34.8,3.2,29.7,77.2,11.4,33.9,76.5,12.9,36.0,3.5,16.0,"(29.78066913960, -95.3860033966)"
TX,Irving,4837000,216290,27.3,20.7,15.2,31.9,59.9,5.5,8.3,6.1,68.0,70.4,58.0,6.2,33.3,31.4,15.9,57.8,11.5,33.9,3.3,28.3,76.5,10.7,29.7,76.4,12.4,33.1,3.1,16.1,"(32.85838081310, -96.9703058323)"
TX,Killeen,4839148,127921,22.4,22.8,14.7,35.3,63.6,5.5,8.9,6.0,72.0,73.3,59.3,6.1,33.3,29.4,19.1,57.5,12.5,33.4,3.5,28.7,76.4,11.1,33.8,77.5,12.2,37.8,3.4,14.4,"(31.07576481430, -97.7285651299)"
TX,Laredo,4841464,236091,44.2,21.2,13.6,33.2,60.8,4.1,8.2,7.0,64.9,65.7,45.1,5.8,24.6,20.1,16.9,46.1,16.8,34.6,3.5,37.6,70.2,12.5,38.6,73.9,17.0,33.3,3.4,19.2,"(27.54825724750, -99.4867797312)"
TX,League City,4841980,83560,13.9,19.4,17.6,28.1,59.0,6.2,7.4,4.8,69.7,76.6,67.7,4.4,36.2,37.9,13.7,72.2,8.0,31.9,2.8,18.3,81.2,8.2,26.8,84.3,8.0,31.0,2.2,8.8,"(29.48729958080, -95.1089858945)"
TX,Lewisville,4842508,95290,20.2,20.8,16.8,28.6,59.6,5.8,8.1,5.4,70.2,77.3,61.3,5.5,33.9,32.6,15.6,61.3,9.7,33.3,3.1,23.8,77.0,9.7,28.3,79.2,10.4,32.3,2.6,13.2,"(33.04519924290, -96.9829273031)"
TX,Longview,4843888,80455,24.8,22.9,16.0,33.7,61.9,6.0,9.4,6.2,66.9,72.8,59.8,6.9,32.4,31.6,20.6,53.5,11.4,33.9,3.4,28.7,74.3,11.9,35.7,77.3,12.8,36.0,3.4,15.2,"(32.51928578560, -94.7621975980)"
TX,Lubbock,4845000,229573,24.7,22.4,16.3,31.8,60.8,5.8,8.5,6.0,67.4,71.3,59.3,6.0,34.0,31.3,18.2,57.5,10.9,33.4,3.2,27.8,75.4,11.0,33.0,77.4,12.0,33.5,3.0,13.3,"(33.56662511780, -101.886335663)"
TX,McAllen,4845384,129877,38.0,20.1,14.3,31.1,59.5,4.4,7.8,6.2,65.4,66.6,51.4,5.3,29.6,26.7,13.3,56.3,14.6,34.6,3.4,29.5,71.0,11.1,35.6,75.6,14.0,31.4,3.0,14.2,"(26.21862899420, -98.2451704536)"
TX,McKinney,4845744,131117,16.3,19.9,18.9,28.2,58.8,6.1,7.8,5.0,70.9,77.9,65.7,4.8,34.8,35.8,13.5,68.3,8.6,30.4,2.9,20.9,78.9,8.8,27.0,82.8,9.0,32.8,2.4,11.2,"(33.19888869520, -96.6677029773)"
TX,Mesquite,4847892,139824,26.1,21.9,16.2,32.3,60.7,5.8,9.0,6.1,68.8,71.8,59.6,6.6,33.5,32.0,17.9,57.3,11.2,33.3,3.4,28.1,77.0,11.5,32.1,78.1,12.4,34.1,3.2,15.6,"(32.76413101660, -96.5927445114)"
TX,Midland,4848072,111147,23.1,20.6,17.6,31.1,59.2,5.8,8.1,5.6,67.9,74.2,61.7,5.4,32.4,32.7,16.9,60.4,10.2,31.1,3.1,25.8,76.4,10.1,32.1,81.1,10.8,33.7,2.7,12.7,"(32.02859483560, -102.109700973)"
TX,Mission,4848768,77058,39.9,20.3,14.4,30.8,59.2,4.6,7.8,6.3,65.2,66.8,51.7,5.5,30.6,28.5,13.9,55.5,14.3,34.4,3.4,30.1,70.9,11.4,35.8,75.5,14.1,31.7,3.0,14.6,"(26.20334064640, -98.3227705130)"
TX,Missouri City,4848804,67358,17.8,19.0,15.1,33.4,63.2,5.3,8.0,4.8,72.4,79.3,65.0,4.3,30.6,32.8,13.3,63.4,10.6,33.9,3.0,23.5,80.5,8.6,29.0,82.5,8.9,36.4,2.7,10.1,"(29.56367466100, -95.5382066661)"
TX,Odessa,4853388,99940,29.0,21.7,17.0,31.7,59.6,5.6,8.5,6.2,64.9,70.2,56.2,6.1,29.9,30.2,18.2,53.7,11.7,35.1,3.3,30.1,74.6,11.3,35.0,78.6,12.8,35.3,3.0,15.9,"(31.87945646100, -102.344465435)"
TX,Pasadena,4856000,149043,35.4,20.6,15.9,31.7,60.1,5.3,8.2,6.3,66.3,72.2,56.0,6.5,28.9,30.3,17.1,52.7,12.2,35.0,3.1,31.0,74.8,12.0,33.6,75.5,13.6,34.6,3.1,16.0,"(29.65895114880, -95.1509173148)"
TX,Pearland,4856348,91252,15.5,18.2,16.6,28.5,59.9,5.7,7.5,4.8,70.2,75.7,66.1,4.3,31.9,36.7,12.8,68.3,8.9,31.8,2.8,20.7,78.5,8.2,27.5,82.9,8.3,30.9,2.3,9.3,"(29.55848505770, -95.3208389111)"
TX,Pharr,4857200,70400,49.0,21.8,13.1,32.8,60.4,4.4,8.5,7.0,63.8,64.6,45.4,6.4,28.3,25.3,16.2,47.3,16.8,35.5,3.7,35.6,67.5,13.3,39.6,70.8,17.3,33.5,3.5,16.7,"(26.16881539900, -98.1904720704)"
TX,Plano,4858016,259841,14.7,18.6,17.7,27.4,58.5,6.0,7.3,4.6,71.3,77.7,66.7,4.1,35.7,38.1,11.8,70.5,8.0,30.5,2.7,19.6,79.8,7.9,24.0,81.9,7.9,32.3,2.1,8.6,"(33.05021492780, -96.7486409797)"
TX,Richardson,4861796,99223,16.2,18.8,17.2,29.2,58.8,6.0,7.5,4.8,69.7,73.7,66.4,4.5,37.6,38.0,12.7,68.8,8.3,32.3,2.9,20.6,80.2,8.4,24.7,80.6,8.6,30.9,2.3,9.1,"(32.97165823890, -96.7093052991)"
TX,Round Rock,4863500,99887,18.3,19.7,17.5,28.1,58.5,5.8,8.1,5.2,68.9,76.7,65.1,4.9,35.3,37.2,13.9,65.0,9.1,30.6,3.1,21.3,79.7,9.1,32.2,81.7,9.6,30.5,2.4,10.4,"(30.52395782350, -97.6669801882)"
TX,San Angelo,4864472,93200,26.6,22.0,16.8,31.8,60.5,5.8,8.5,6.1,66.4,72.1,56.4,6.3,30.9,31.1,18.7,55.6,11.3,33.5,3.2,28.7,74.0,11.2,34.2,76.8,12.3,33.5,2.9,14.9,"(31.44046874600, -100.452243142)"
TX,San Antonio,4865000,1327407,30.2,20.4,15.7,31.4,60.3,5.3,8.2,6.1,69.2,71.9,59.8,5.5,29.9,29.7,15.2,58.9,13.8,32.5,3.4,29.5,78.8,10.8,32.9,77.7,12.9,36.8,3.0,13.8,"(29.47214753330, -98.5246763525)"
TX,Sugar Land,4870808,78817,13.9,16.8,15.6,28.2,59.4,5.4,6.6,4.2,69.6,78.9,65.7,3.6,32.5,35.5,11.2,69.0,8.4,34.4,2.5,20.9,79.5,7.2,21.1,79.7,7.3,32.8,2.0,7.6,"(29.59746809020, -95.6274557750)"
TX,Tyler,4874144,96900,24.7,22.6,15.4,33.3,64.5,5.9,9.4,6.0,68.9,73.2,60.0,6.6,32.4,31.0,19.6,58.0,11.5,33.0,3.4,29.4,74.7,11.6,34.7,76.7,12.6,35.7,3.4,14.4,"(32.31540211830, -95.3050093799)"
TX,Waco,4876000,124805,29.7,23.9,15.1,36.5,64.2,5.7,9.7,6.5,67.1,70.9,56.3,7.4,29.0,30.2,20.8,49.1,13.1,34.7,3.6,31.6,74.3,12.8,36.4,74.5,14.4,35.9,3.7,17.2,"(31.55976071370, -97.1883333282)"
TX,Wichita Falls,4879000,104553,22.5,24.0,16.6,32.7,61.3,6.1,9.1,6.3,70.2,72.8,60.6,6.8,31.5,31.9,21.0,59.3,11.4,33.9,3.3,28.7,75.4,11.2,34.1,77.5,12.3,33.5,3.1,16.5,"(33.90727398380, -98.5292981697)"
UT,Layton,4943660,67311,13.1,22.4,9.5,27.0,53.3,5.8,9.0,4.9,59.2,71.8,70.4,4.1,41.8,31.2,9.7,71.2,7.7,33.0,2.4,16.9,73.3,10.0,27.0,77.9,10.0,32.0,2.5,10.6,"(41.07718161400, -111.961589302)"
UT,Ogden,4955980,82825,22.7,25.1,9.9,31.5,55.6,5.8,10.1,6.0,59.9,67.0,61.7,5.6,29.6,25.2,15.4,60.1,10.4,34.1,3.1,23.1,66.6,12.9,33.9,70.6,14.4,36.8,3.2,18.4,"(41.22815675350, -111.967450557)"
UT,Orem,4957300,88328,16.0,22.4,7.6,24.6,51.6,5.9,8.9,5.2,55.5,69.0,65.1,4.4,33.2,28.9,7.9,66.1,7.9,30.5,3.0,17.1,69.7,10.5,28.0,72.2,10.9,31.6,2.7,12.5,"(40.29871276250, -111.699188517)"
UT,Provo,4962470,112488,18.6,22.7,7.1,25.8,52.7,5.8,9.3,5.2,54.9,66.9,64.0,4.6,33.6,29.3,8.4,63.0,8.3,31.1,3.1,18.3,69.3,11.3,29.4,69.3,11.8,32.2,2.8,11.6,"(40.24571852880, -111.645715857)"
UT,St. George,4965330,72897,16.7,22.5,10.2,26.3,53.3,6.0,9.3,5.5,59.2,67.2,65.3,4.8,32.1,30.5,10.2,66.4,7.8,30.4,2.9,18.3,73.9,11.2,26.1,75.4,11.5,31.9,2.8,12.6,"(37.07874446340, -113.579352503)"
UT,Salt Lake City,4967000,186440,17.7,21.4,11.6,27.2,53.4,5.9,9.3,5.2,58.5,68.2,66.9,4.5,35.2,31.6,11.2,64.2,9.1,32.8,2.8,19.0,73.3,11.1,28.2,77.7,11.8,32.0,2.8,13.3,"(40.77784894650, -111.931220784)"
UT,Sandy,4967440,87461,11.0,20.2,13.5,24.4,51.4,6.1,8.7,4.6,59.8,71.5,72.8,3.8,37.4,34.9,9.8,72.2,7.1,31.5,2.5,15.0,76.4,9.6,24.7,82.6,9.1,30.2,2.3,10.5,"(40.57022544230, -111.852431062)"
UT,West Jordan,4982950,103712,14.3,21.0,13.0,24.7,51.6,6.0,9.0,4.9,59.2,71.0,70.0,4.2,35.7,33.3,11.1,68.1,8.1,31.6,2.7,17.4,74.9,10.6,26.5,80.9,10.4,31.9,2.5,12.2,"(40.60225986350, -112.000961848)"
UT,West Valley City,4983470,129480,22.9,22.9,11.2,27.3,53.2,5.7,9.8,5.9,57.5,67.9,62.5,5.5,31.5,27.4,13.7,57.2,10.5,32.9,3.1,23.6,70.1,12.9,30.4,74.7,14.0,34.7,3.3,19.2,"(40.68876969620, -112.011667394)"
